"ID_Number";"Staff_Group";"Role";"Last_access";"Course_Title";"Enrolment_Date";"Completed";"Completion_Date"
59391;"Nursing and Midwifery Registered";"Specialist Nurse Practitioner";"2026-03-08";"Anaphylaxis v4.0";"2025-04-09";"Yes";"2025-04-09"
95797;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-08";"Anaphylaxis v4.0";"2026-01-12";"Yes";"2026-01-12"
47473;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-01-05";"Anaphylaxis v4.0";"2025-03-05";"Yes";"2025-03-05"
94083;"Nursing and Midwifery Registered";"Midwife - Manager";"2026-03-30";"Anaphylaxis v4.0";"2025-08-21";"Yes";"2025-08-21"
93481;"Nursing and Midwifery Registered";"Staff Nurse";"2025-09-09";"Anaphylaxis v4.0";"2025-07-15";"Yes";"2025-08-16"
91381;"Additional Clinical Services";"Healthcare Assistant";"2026-04-05";"Anaphylaxis v4.0";"2025-12-21";"No";""
391;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2026-03-24";"No";""
47485;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-27";"Anaphylaxis v4.0";"2025-06-20";"Yes";"2025-06-20"
397;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-13";"Anaphylaxis v4.0";"2025-03-08";"Yes";"2025-06-05"
399;"Nursing and Midwifery Registered";"Specialist Nurse Practitioner";"2026-02-20";"Anaphylaxis v4.0";"2025-02-26";"No";""
80302;"Medical and Dental";"Specialty Registrar";"2026-02-12";"Anaphylaxis v4.0";"2026-02-12";"No";""
85644;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-26";"Anaphylaxis v4.0";"2025-10-30";"Yes";"2026-02-26"
26301;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-14";"Anaphylaxis v4.0";"2026-03-30";"Yes";"2026-03-30"
88423;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2025-07-24";"Yes";"2026-04-14"
16115;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-04";"Anaphylaxis v4.0";"2025-09-09";"Yes";"2025-09-09"
406;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-04";"Anaphylaxis v4.0";"2025-09-10";"Yes";"2025-09-10"
29757;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2025-10-20";"Yes";"2025-10-20"
78299;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-22";"Anaphylaxis v4.0";"2026-02-28";"Yes";"2026-02-28"
90525;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-27";"Anaphylaxis v4.0";"2025-11-04";"No";""
93362;"Nursing and Midwifery Registered";"Specialist Nurse Practitioner";"2025-07-24";"Anaphylaxis v4.0";"2025-06-19";"No";""
80818;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-09";"Anaphylaxis v4.0";"2025-12-15";"No";""
82645;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Anaphylaxis v4.0";"2026-01-30";"Yes";"2026-01-30"
79379;"Add Prof Scientific and Technic";"Technician";"2026-04-03";"Anaphylaxis v4.0";"2025-05-02";"Yes";"2025-07-24"
95276;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-16";"Anaphylaxis v4.0";"2025-12-06";"Yes";"2025-12-06"
88002;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-17";"Anaphylaxis v4.0";"2026-03-08";"Yes";"2026-03-08"
96263;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-08";"Anaphylaxis v4.0";"2026-02-22";"Yes";"2026-02-27"
92769;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-31";"Anaphylaxis v4.0";"2025-04-23";"Yes";"2025-04-23"
83822;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2025-05-14";"Yes";"2026-04-08"
83235;"Additional Clinical Services";"Health Care Support Worker";"2026-04-02";"Anaphylaxis v4.0";"2026-01-31";"Yes";"2026-01-31"
76685;"Additional Clinical Services";"Health Care Support Worker";"2026-03-03";"Anaphylaxis v4.0";"2025-08-18";"Yes";"2025-08-18"
93501;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-18";"Anaphylaxis v4.0";"2025-07-10";"Yes";"2025-07-10"
78300;"Additional Clinical Services";"Nursing Associate";"2026-04-10";"Anaphylaxis v4.0";"2025-04-12";"Yes";"2025-04-12"
77133;"Additional Clinical Services";"Nursing Associate";"2026-02-23";"Anaphylaxis v4.0";"2025-05-18";"Yes";"2025-05-19"
33378;"Additional Clinical Services";"Health Care Support Worker";"2026-01-16";"Anaphylaxis v4.0";"2025-12-16";"Yes";"2025-12-16"
84247;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-12";"Anaphylaxis v4.0";"2026-04-12";"No";""
84693;"Additional Clinical Services";"Health Care Support Worker";"2026-02-11";"Anaphylaxis v4.0";"2025-10-16";"Yes";"2025-10-16"
86683;"Nursing and Midwifery Registered";"Staff Nurse";"2026-01-06";"Anaphylaxis v4.0";"2026-01-06";"No";""
33399;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2025-07-07";"Yes";"2025-07-07"
33379;"Add Prof Scientific and Technic";"Technician";"2026-04-16";"Anaphylaxis v4.0";"2025-05-11";"Yes";"2025-05-29"
422;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-14";"Anaphylaxis v4.0";"2026-02-07";"Yes";"2026-02-07"
82366;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-22";"Anaphylaxis v4.0";"2025-08-31";"Yes";"2025-08-31"
84818;"Nursing and Midwifery Registered";"Staff Nurse";"2025-09-28";"Anaphylaxis v4.0";"2025-06-03";"Yes";"2025-06-04"
95096;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-26";"Anaphylaxis v4.0";"2025-11-20";"Yes";"2025-11-20"
47537;"Add Prof Scientific and Technic";"Technician";"2025-04-23";"Anaphylaxis v4.0";"2025-04-22";"Yes";"2025-04-23"
65044;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-12";"Anaphylaxis v4.0";"2026-04-12";"Yes";"2026-04-12"
87330;"Additional Clinical Services";"Healthcare Assistant";"2026-01-07";"Anaphylaxis v4.0";"2025-10-27";"Yes";"2026-01-07"
62752;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-30";"Anaphylaxis v4.0";"2025-12-30";"Yes";"2025-12-30"
87212;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-05";"Anaphylaxis v4.0";"2025-10-15";"Yes";"2025-10-15"
47547;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2026-04-13";"Yes";"2026-04-13"
95277;"Additional Clinical Services";"Health Care Support Worker";"2026-04-03";"Anaphylaxis v4.0";"2025-11-30";"Yes";"2025-11-30"
73025;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-10";"Anaphylaxis v4.0";"2025-06-06";"Yes";"2025-06-10"
47557;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-24";"Anaphylaxis v4.0";"2025-10-08";"Yes";"2025-10-20"
76565;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-27";"Anaphylaxis v4.0";"2025-06-09";"Yes";"2025-06-09"
33466;"Additional Clinical Services";"Health Care Support Worker";"2026-03-10";"Anaphylaxis v4.0";"2026-03-05";"Yes";"2026-03-05"
59392;"Nursing and Midwifery Registered";"Staff Nurse";"2026-01-05";"Anaphylaxis v4.0";"2025-09-17";"Yes";"2025-09-17"
95043;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-03";"Anaphylaxis v4.0";"2025-11-14";"Yes";"2025-11-14"
440;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-03";"Anaphylaxis v4.0";"2025-09-12";"Yes";"2025-09-12"
54589;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-12";"Anaphylaxis v4.0";"2025-03-13";"Yes";"2025-03-13"
95278;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-04";"Anaphylaxis v4.0";"2025-12-02";"Yes";"2025-12-02"
47582;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2025-10-14";"Yes";"2025-10-14"
31141;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-26";"Anaphylaxis v4.0";"2025-12-18";"Yes";"2025-12-18"
33585;"Additional Clinical Services";"Nursing Associate";"2026-04-08";"Anaphylaxis v4.0";"2025-10-01";"Yes";"2025-10-01"
71057;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-23";"Anaphylaxis v4.0";"2026-02-18";"Yes";"2026-02-18"
93363;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-11";"Anaphylaxis v4.0";"2025-07-07";"Yes";"2025-07-07"
21884;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-12";"Anaphylaxis v4.0";"2025-10-22";"Yes";"2025-10-22"
47614;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-15";"Anaphylaxis v4.0";"2025-04-02";"Yes";"2025-04-02"
47618;"Additional Clinical Services";"Health Care Support Worker";"2026-03-05";"Anaphylaxis v4.0";"2025-10-03";"Yes";"2025-10-03"
62106;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-13";"Anaphylaxis v4.0";"2025-05-20";"Yes";"2025-05-20"
96330;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2026-03-10";"Yes";"2026-03-12"
480;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-10";"Anaphylaxis v4.0";"2025-09-17";"Yes";"2025-09-17"
24757;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-16";"Anaphylaxis v4.0";"2026-04-11";"Yes";"2026-04-11"
86070;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-25";"Anaphylaxis v4.0";"2025-11-19";"Yes";"2025-11-24"
91348;"Additional Clinical Services";"Health Care Support Worker";"2026-03-06";"Anaphylaxis v4.0";"2025-05-22";"Yes";"2025-05-22"
47657;"Add Prof Scientific and Technic";"Technician";"2025-09-16";"Anaphylaxis v4.0";"2025-09-10";"Yes";"2025-09-15"
84409;"Additional Clinical Services";"Health Care Support Worker";"2025-12-14";"Anaphylaxis v4.0";"2025-11-11";"Yes";"2025-11-11"
87103;"Nursing and Midwifery Registered";"Staff Nurse";"2026-01-22";"Anaphylaxis v4.0";"2025-07-06";"Yes";"2025-07-06"
67000;"Additional Clinical Services";"Assistant";"2026-04-15";"Anaphylaxis v4.0";"2025-06-20";"Yes";"2025-06-30"
25578;"Additional Clinical Services";"Healthcare Assistant";"2026-04-14";"Anaphylaxis v4.0";"2026-02-20";"Yes";"2026-02-20"
47670;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-02";"Anaphylaxis v4.0";"2026-02-02";"Yes";"2026-02-02"
78461;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-20";"Anaphylaxis v4.0";"2025-05-20";"No";""
33642;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-15";"Anaphylaxis v4.0";"2025-03-07";"Yes";"2025-03-07"
78991;"Additional Clinical Services";"Health Care Support Worker";"2026-04-15";"Anaphylaxis v4.0";"2026-02-16";"Yes";"2026-02-16"
522;"Nursing and Midwifery Registered";"Modern Matron";"2026-03-09";"Anaphylaxis v4.0";"2025-08-13";"Yes";"2025-09-09"
33653;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-28";"Anaphylaxis v4.0";"2025-08-16";"Yes";"2025-08-16"
92080;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-10";"Anaphylaxis v4.0";"2025-03-03";"Yes";"2025-03-03"
72783;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-02";"Anaphylaxis v4.0";"2026-02-24";"No";""
89064;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-02-17";"Anaphylaxis v4.0";"2025-10-15";"Yes";"2025-10-15"
47704;"Add Prof Scientific and Technic";"Technician";"2026-04-08";"Anaphylaxis v4.0";"2025-09-16";"No";""
33683;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-23";"Anaphylaxis v4.0";"2026-02-16";"Yes";"2026-02-16"
46668;"Additional Clinical Services";"Health Care Support Worker";"2026-04-14";"Anaphylaxis v4.0";"2025-06-21";"Yes";"2025-06-21"
71455;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-07";"Anaphylaxis v4.0";"2025-03-31";"Yes";"2025-04-13"
1639;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-11";"Anaphylaxis v4.0";"2025-12-07";"No";""
96249;"Nursing and Midwifery Registered";"Midwife";"2026-03-17";"Anaphylaxis v4.0";"2026-02-18";"Yes";"2026-02-18"
86071;"Additional Clinical Services";"Student Nursing Associate";"2026-04-15";"Anaphylaxis v4.0";"2026-01-02";"Yes";"2026-01-02"
95279;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Anaphylaxis v4.0";"2026-02-17";"Yes";"2026-04-13"
75817;"Additional Clinical Services";"Health Care Support Worker";"2026-02-01";"Anaphylaxis v4.0";"2025-10-24";"Yes";"2025-10-24"
47716;"Additional Clinical Services";"Health Care Support Worker";"2026-03-20";"Anaphylaxis v4.0";"2025-08-17";"No";""
28300;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-05";"Anaphylaxis v4.0";"2025-11-14";"Yes";"2025-12-02"
86207;"Additional Clinical Services";"Health Care Support Worker";"2026-04-08";"Anaphylaxis v4.0";"2025-12-24";"Yes";"2025-12-24"
95280;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-27";"Anaphylaxis v4.0";"2025-12-06";"Yes";"2025-12-06"
31511;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-25";"Anaphylaxis v4.0";"2025-03-05";"Yes";"2025-03-05"
33716;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-18";"Anaphylaxis v4.0";"2025-05-15";"Yes";"2025-05-15"
15209;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-14";"Anaphylaxis v4.0";"2025-09-26";"Yes";"2025-09-26"
65493;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-25";"Anaphylaxis v4.0";"2025-09-30";"Yes";"2025-09-30"
93045;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-04";"Anaphylaxis v4.0";"2025-05-15";"Yes";"2025-05-15"
95227;"Nursing and Midwifery Registered";"Midwife";"2026-03-04";"Anaphylaxis v4.0";"2025-11-23";"Yes";"2025-11-23"
87867;"Additional Clinical Services";"Health Care Support Worker";"2026-02-17";"Anaphylaxis v4.0";"2025-11-19";"Yes";"2025-11-19"
66173;"Additional Clinical Services";"Nursing Associate";"2026-02-13";"Anaphylaxis v4.0";"2026-01-05";"Yes";"2026-01-05"
47744;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-02-26";"Anaphylaxis v4.0";"2025-09-24";"Yes";"2025-09-24"
33749;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-29";"Anaphylaxis v4.0";"2025-09-30";"Yes";"2025-09-30"
95556;"Additional Clinical Services";"Health Care Support Worker";"2026-03-27";"Anaphylaxis v4.0";"2026-01-09";"Yes";"2026-01-09"
83236;"Additional Clinical Services";"Student Nursing Associate";"2026-04-09";"Anaphylaxis v4.0";"2026-01-09";"Yes";"2026-01-09"
90970;"Nursing and Midwifery Registered";"Staff Nurse";"2025-12-29";"Anaphylaxis v4.0";"2025-12-02";"Yes";"2025-12-02"
66171;"Additional Clinical Services";"Nursing Associate";"2026-04-03";"Anaphylaxis v4.0";"2025-03-25";"Yes";"2025-03-25"
95044;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-20";"Anaphylaxis v4.0";"2025-11-06";"Yes";"2025-11-07"
70175;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-10";"Anaphylaxis v4.0";"2025-08-13";"Yes";"2025-08-13"
20415;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-25";"Anaphylaxis v4.0";"2025-11-11";"Yes";"2025-11-11"
552;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2025-07-24";"Anaphylaxis v4.0";"2025-03-24";"Yes";"2025-03-24"
15932;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-19";"Anaphylaxis v4.0";"2025-09-26";"Yes";"2025-09-26"
33785;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-12";"Anaphylaxis v4.0";"2025-07-30";"Yes";"2025-07-30"
91839;"Nursing and Midwifery Registered";"Staff Nurse";"2025-04-01";"Anaphylaxis v4.0";"2025-03-12";"Yes";"2025-03-12"
86380;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-03";"Anaphylaxis v4.0";"2025-05-19";"No";""
22472;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-06";"Anaphylaxis v4.0";"2025-11-07";"Yes";"2025-11-07"
65160;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-15";"Anaphylaxis v4.0";"2025-04-12";"Yes";"2025-04-14"
59601;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2026-03-18";"Yes";"2026-03-18"
71775;"Nursing and Midwifery Registered";"Staff Nurse";"2025-12-12";"Anaphylaxis v4.0";"2025-04-03";"Yes";"2025-04-10"
82231;"Estates and Ancillary";"Housekeeper";"2026-03-28";"Anaphylaxis v4.0";"2026-01-31";"Yes";"2026-01-31"
561;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-01";"Anaphylaxis v4.0";"2025-09-08";"Yes";"2025-09-09"
81561;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-16";"Anaphylaxis v4.0";"2025-05-20";"No";""
33857;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-29";"Anaphylaxis v4.0";"2025-06-19";"No";""
47829;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-25";"Anaphylaxis v4.0";"2025-10-06";"Yes";"2025-10-06"
76567;"Additional Clinical Services";"Nursing Associate";"2026-04-01";"Anaphylaxis v4.0";"2025-11-07";"Yes";"2025-11-07"
47839;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-18";"Anaphylaxis v4.0";"2025-07-28";"Yes";"2025-07-29"
85003;"Additional Clinical Services";"Assistant";"2026-02-07";"Anaphylaxis v4.0";"2025-09-10";"Yes";"2025-09-10"
78303;"Additional Clinical Services";"Health Care Support Worker";"2025-12-28";"Anaphylaxis v4.0";"2025-05-04";"Yes";"2025-05-04"
89066;"Nursing and Midwifery Registered";"Staff Nurse";"2025-11-11";"Anaphylaxis v4.0";"2025-10-08";"Yes";"2025-10-08"
83826;"Additional Clinical Services";"Health Care Support Worker";"2026-02-08";"Anaphylaxis v4.0";"2025-10-10";"Yes";"2025-10-10"
96400;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-14";"Anaphylaxis v4.0";"2026-03-27";"Yes";"2026-03-27"
84411;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2026-01-10";"Yes";"2026-03-06"
79788;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-01";"Anaphylaxis v4.0";"2025-04-01";"Yes";"2025-04-01"
85944;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-11";"Anaphylaxis v4.0";"2025-12-16";"Yes";"2026-01-06"
71476;"Nursing and Midwifery Registered";"Staff Nurse";"2026-01-06";"Anaphylaxis v4.0";"2025-09-10";"Yes";"2025-09-10"
75749;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-03-03";"Anaphylaxis v4.0";"2025-06-23";"Yes";"2025-07-10"
92243;"Additional Clinical Services";"Healthcare Assistant";"2026-04-06";"Anaphylaxis v4.0";"2025-03-09";"Yes";"2025-03-09"
83238;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-25";"Anaphylaxis v4.0";"2026-03-11";"Yes";"2026-03-13"
92244;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-02";"Anaphylaxis v4.0";"2025-03-11";"Yes";"2025-03-11"
86824;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2025-05-13";"No";""
94086;"Nursing and Midwifery Registered";"Staff Nurse";"2026-01-18";"Anaphylaxis v4.0";"2025-09-10";"No";""
93364;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-08";"Anaphylaxis v4.0";"2025-06-25";"Yes";"2025-06-25"
93444;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-24";"Anaphylaxis v4.0";"2025-07-11";"Yes";"2025-07-20"
83650;"Additional Clinical Services";"Student Nursing Associate";"2026-03-12";"Anaphylaxis v4.0";"2026-01-13";"Yes";"2026-01-13"
23802;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-07";"Anaphylaxis v4.0";"2025-05-04";"Yes";"2025-05-12"
81563;"Nursing and Midwifery Registered";"Staff Nurse";"2025-12-17";"Anaphylaxis v4.0";"2025-06-11";"Yes";"2025-06-12"
92003;"Additional Clinical Services";"Healthcare Assistant";"2026-04-10";"Anaphylaxis v4.0";"2025-08-07";"Yes";"2026-03-12"
78465;"Additional Clinical Services";"Health Care Support Worker";"2026-04-13";"Anaphylaxis v4.0";"2025-05-23";"Yes";"2025-05-23"
96143;"Additional Clinical Services";"Health Care Support Worker";"2026-03-27";"Anaphylaxis v4.0";"2026-03-27";"Yes";"2026-03-27"
76404;"Additional Clinical Services";"Health Care Support Worker";"2026-03-01";"Anaphylaxis v4.0";"2025-04-02";"Yes";"2025-04-02"
25560;"Additional Clinical Services";"Healthcare Assistant";"2026-03-27";"Anaphylaxis v4.0";"2025-03-11";"Yes";"2025-06-17"
75397;"Additional Clinical Services";"Health Care Support Worker";"2026-03-23";"Anaphylaxis v4.0";"2025-12-17";"No";""
91845;"Additional Clinical Services";"Health Care Support Worker";"2026-03-23";"Anaphylaxis v4.0";"2025-12-04";"Yes";"2025-12-04"
47865;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2026-03-18";"Yes";"2026-03-19"
65161;"Additional Clinical Services";"Nursing Associate";"2026-02-09";"Anaphylaxis v4.0";"2025-05-06";"Yes";"2025-05-06"
75819;"Students";"Student Nurse - Adult Branch";"2026-04-09";"Anaphylaxis v4.0";"2025-07-07";"Yes";"2025-07-07"
25422;"Additional Clinical Services";"Student Nursing Associate";"2026-02-07";"Anaphylaxis v4.0";"2026-02-05";"Yes";"2026-02-05"
47879;"Additional Clinical Services";"Health Care Support Worker";"2026-03-27";"Anaphylaxis v4.0";"2026-03-24";"Yes";"2026-03-24"
70267;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-10";"Anaphylaxis v4.0";"2025-10-26";"Yes";"2025-10-27"
92893;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-04";"Anaphylaxis v4.0";"2025-05-20";"Yes";"2025-05-20"
95097;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-27";"Anaphylaxis v4.0";"2025-11-06";"Yes";"2025-11-06"
72426;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-18";"Anaphylaxis v4.0";"2025-05-12";"Yes";"2025-05-14"
47886;"Additional Clinical Services";"Health Care Support Worker";"2026-04-16";"Anaphylaxis v4.0";"2026-01-02";"No";""
27789;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2025-10-24";"Anaphylaxis v4.0";"2025-09-10";"Yes";"2025-09-11"
83379;"Additional Clinical Services";"Health Care Support Worker";"2026-02-16";"Anaphylaxis v4.0";"2026-01-11";"Yes";"2026-01-11"
85133;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-28";"Anaphylaxis v4.0";"2025-03-15";"No";""
61119;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2026-04-15";"No";""
20509;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-15";"Anaphylaxis v4.0";"2026-02-18";"Yes";"2026-02-18"
33991;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-10";"Anaphylaxis v4.0";"2026-03-10";"Yes";"2026-03-10"
93579;"Medical and Dental";"Foundation Year 1";"2026-04-10";"Anaphylaxis v4.0";"2026-02-16";"Yes";"2026-02-16"
54662;"Add Prof Scientific and Technic";"Technician";"2026-04-15";"Anaphylaxis v4.0";"2026-04-10";"Yes";"2026-04-14"
19884;"Nursing and Midwifery Registered";"Staff Nurse";"2025-04-20";"Anaphylaxis v4.0";"2025-04-19";"Yes";"2025-04-19"
77942;"Allied Health Professionals";"Radiographer - Diagnostic";"2025-12-09";"Anaphylaxis v4.0";"2025-05-16";"Yes";"2025-05-21"
85134;"Allied Health Professionals";"Radiographer - Diagnostic";"2025-12-12";"Anaphylaxis v4.0";"2025-12-12";"Yes";"2025-12-12"
78306;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-04";"Anaphylaxis v4.0";"2025-04-17";"Yes";"2025-04-17"
93209;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-30";"Anaphylaxis v4.0";"2025-06-23";"Yes";"2025-09-10"
83380;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-10";"Anaphylaxis v4.0";"2025-05-05";"Yes";"2025-05-05"
96145;"Additional Clinical Services";"Healthcare Assistant";"2026-03-19";"Anaphylaxis v4.0";"2026-03-19";"No";""
92004;"Additional Clinical Services";"Health Care Support Worker";"2026-03-16";"Anaphylaxis v4.0";"2026-03-16";"No";""
47939;"Nursing and Midwifery Registered";"Staff Nurse";"2025-11-22";"Anaphylaxis v4.0";"2025-08-13";"No";""
80400;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-13";"Anaphylaxis v4.0";"2025-09-27";"No";""
29366;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-04-15";"Anaphylaxis v4.0";"2025-03-10";"Yes";"2025-03-10"
78132;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-02-09";"Anaphylaxis v4.0";"2025-09-13";"Yes";"2025-09-13"
6047;"Allied Health Professionals";"Radiographer - Diagnostic";"2026-02-19";"Anaphylaxis v4.0";"2025-08-25";"Yes";"2025-08-25"
47975;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-04-13";"Anaphylaxis v4.0";"2025-04-14";"Yes";"2025-04-14"
78133;"Additional Clinical Services";"Healthcare Assistant";"2026-04-01";"Anaphylaxis v4.0";"2025-07-23";"Yes";"2025-07-23"
34140;"Nursing and Midwifery Registered";"Sister or Charge Nurse";"2026-03-22";"Anaphylaxis v4.0";"2025-10-01";"No";""
78466;"Additional Clinical Services";"Health Care Support Worker";"2026-04-15";"Anaphylaxis v4.0";"2025-04-09";"Yes";"2025-04-09"
34159;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-03";"Anaphylaxis v4.0";"2025-09-22";"Yes";"2025-09-22"
48007;"Nursing and Midwifery Registered";"Staff Nurse";"2025-12-08";"Anaphylaxis v4.0";"2025-06-09";"Yes";"2025-06-09"
48009;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-14";"Anaphylaxis v4.0";"2026-04-14";"Yes";"2026-04-14"
48014;"Add Prof Scientific and Technic";"Technician";"2026-04-15";"Anaphylaxis v4.0";"2025-11-03";"Yes";"2025-11-03"
22142;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-13";"Anaphylaxis v4.0";"2025-10-01";"No";""
48035;"Estates and Ancillary";"Housekeeper";"2026-03-15";"Anaphylaxis v4.0";"2026-02-18";"Yes";"2026-02-18"
