id_number,Division,Group,Department
78547,Division 1,1A, Theatres
83635,Division 1,1A, Theatres
67664,Division 1,1A, Theatres
23379,Division 1,1A, Theatres
74533,Division 1,1A, Theatres
80689,Division 1,1A, Theatres
79109,Division 1,1A, Theatres
46765,Division 1,1A, Theatres
32094,Division 1,1A, Theatres
65231,Division 1,1A, Theatres
58325,Division 1,295 1B,
95531,Division 1,304 1B,
84376,Division 1,304 1B,
64909,Division 1,295 1B,
88662,Division 1,295 1A,
91824,Division 1,295 1A,
91347,Division 2,2A, 2A Wards
69877,Division 2,2A, 2A Wards
92978,Division 2,2A, 2A Wards
93567,Division 2,2A, 2A Wards
80950,Division 2,2A, 2A Wards
85277,Division 2,2A, 2A Wards
78705,Division 2,2A, 2A Wards
46767,Division 2,2A, 2A Wards
69878,Division 2,2A, 2A Wards
81451,Division 2,2A, 2A Wards
91053,Division 2,2A, 2A Wards
46769,Division 2,2A, 2A Wards
24576,Division 2,2A, 2A Wards
64539,Division 2,2A, 2A Wards
84230,Division 2,2A, 2A Wards
80798,Division 2,2A, 2A Wards
71766,Division 2,2A, 2A Wards
77454,Division 2,2A, 2A Wards
90870,Division 2,2A, 2A Wards
67445,Division 2,2A, 2A Wards
64676,Division 2,2A, 2A Wards
84673,Division 2,2A, 2A Wards
91369,Division 2,2A, 2A Wards
83805,Division 2,2A, 2A Wards
91368,Division 2,2A, 2A Wards
77760,Division 2,2A, 2A Wards
61585,Division 2,2A, 2A Wards
64013,Division 2,2A, 2A Wards
78114,Division 2,2A, 2A Wards
91370,Division 2,2A, 2A Wards
24147,Division 2,2A, 2A Wards
94210,Division 2,2A, 2A Wards
95602,Division 2,2A, 2A Wards
79255,Division 2,2A, 2A Wards
67993,Division 2,2A, 2A Wards
86368,Division 2,2A, 2A Wards
92229,Division 2,2A, 2A Wards
54204,Division 2,, 2A Wards
22296,Division 2,2A, 2A Wards
88528,Division 2,2A, 2A Wards
77576,Division 2,2A, 2A Wards
89145,Division 2,2A, 2A Wards
20015,Division 2,2A, 2A Wards
94457,Division 2,2A, 2A Wards
92766,Division 2,2A, 2A Wards
12407,Division 2,2A, 2A Wards
32099,Division 2,2A, 2A Wards
12408,Division 2,2A, 2A Wards
86060,Division 2,2A, 2A Wards
26841,Division 2,2A, 2A Wards
83490,Division 2,2A, 2A Wards
74224,Division 2,2A, 2A Wards
84807,Division 2,2A, 2A Wards
88582,Division 2,2A, 2A Wards
19088,Division 2,2A, 2A Wards
95195,Division 2,2A, 2A Wards
25362,Division 2,2A, 2A Wards
89146,Division 2,2A, 2A Wards
64073,Division 2,2A, 2A Wards
87281,Division 2,2A, 2A Wards
75606,Division 2,2A, 2A Wards
93568,Division 2,2A, 2A Wards
70165,Division 2,2A, 2A Wards
90962,Division 2,2A, 2A Wards
77577,Division 2,2A, 2A Wards
78292,Division 2,2A, 2A Wards
93669,Division 2,2B, 2B Wards
87758,Division 2,2B, 2B Wards
81168,Division 2,2B, 2B Wards
77578,Division 2,2B, 2B Wards
58459,Division 2,2B, 2B Wards
90736,Division 2,2B, 2B Wards
144,Division 2,2B, 2B Wards
26363,Division 2,4A, 2B Wards
77917,Division 2,2B, 2B Wards
32102,Division 2,2B, 2B Wards
79367,Division 2,2B, 2B Wards
90484,Division 2,2B, 2B Wards
66838,Division 2,2B, 2B Wards
92074,Division 2,2B, 2B Wards
74636,Division 2,2B, 2B Wards
68042,Division 2,2B, 2B Wards
93424,Division 2,2B, 2B Wards
79123,Division 2,2B, 2B Wards
74218,Division 2,2B, 2B Wards
92781,Division 2,2B, 2B Wards
96764,Division 2,2B, 2B Wards
95271,Division 2,2B, 2B Wards
74225,Division 2,2B, 2B Wards
23700,Division 2,2B, 2B Wards
32103,Division 2,2B, 2B Wards
94275,Division 2,2B, 2B Wards
86597,Division 2,2B, 2B Wards
61274,Division 2,2B, 2B Wards
90826,Division 2,2B, 2B Wards
95790,Division 2,2B, 2B Wards
65480,Division 2,2B, 2B Wards
23655,Division 2,2B, 2B Wards
75236,Division 2,2B, 2B Wards
76554,Division 2,2B, 2B Wards
75727,Division 2,2B, 2B Wards
84363,Division 2,2B, 2B Wards
95272,Division 2,2B, 2B Wards
73458,Division 2,2B, 2B Wards
90005,Division 2,2B, 2B Wards
96648,Division 2,2B, 2B Wards
96615,Division 2,2B, 2B Wards
54206,Division 2,2B, 2B Wards
66463,Division 2,2B, 2B Wards
90370,Division 2,2B, 2B Wards
86903,Division 2,2B, 2B Wards
95690,Division 2,2B, 2B Wards
63528,Division 2,2B, 2B Wards
81073,Division 2,2B, 2B Wards
68748,Division 2,2B, 2B Wards
73148,Division 2,2B, 2B Wards
65398,Division 2,2B, 2B Wards
46771,Division 2,2B, 2B Wards
89334,Division 2,2B, 2B Wards
75929,Division 2,2B, 2B Wards
81549,Division 2,2B, 2B Wards
84391,Division 2,2B, 2B Wards
81715,Division 2,2B, 2B Wards
66622,Division 2,2B, 2B Wards
70867,Division 2,2B, 2B Wards
93977,Division 2,2B, 2B Wards
60563,Division 2,2B, 2B Wards
89828,Division 2,2B, 2B Wards
94432,Division 2,2B, 2B Wards
68193,Division 2,2B, 2B Wards
81888,Division 2,2B, 2B Wards
88803,Division 2,2B, 2B Wards
88804,Division 2,2B, 2B Wards
72998,Division 2,2B, 2B Wards
63689,Division 2,2B, 2B Wards
32110,Division 2,2B, 2B Wards
90737,Division 2,2B, 2B Wards
78277,Division 2,2B, 2B Wards
54209,Division 2,2B, 2B Wards
60883,Division 2,2B, 2B Wards
62342,Division 2,2B, 2B Wards
96321,Division 2,2B, 2B Wards
79124,Division 2,2B, 2B Wards
88595,Division 2,2B, 2B Wards
91980,Division 2,, 2B Wards
57738,Division 2,2B, 2B Wards
77455,Division 2,2B, 2B Wards
94458,Division 2,2B, 2B Wards
92515,Division 2,2B, 2B Wards
81684,Division 2,2B, 2B Wards
94742,Division 2,2B, 2B Wards
29309,Division 2,2B, 2B Wards
81889,Division 2,2B, 2B Wards
86180,Division 2,2B, 2B Wards
73149,Division 2,2B, 2B Wards
64572,Division 2,2B, 2B Wards
65966,Division 2,2B, 2B Wards
96388,Division 2,2B, 2B Wards
65928,Division 2,2B, Cardiac Surgery
66213,Division 2,2B, Cardiac Surgery
71205,Division 2,2B, Cardiac Surgery
32112,Division 2,2B, Cardiac Surgery
70241,Division 2,2B, Cardiac Surgery
5376,Division 2,2B, Cardiac Surgery
28539,Division 2,2B, Cardiac Surgery
59044,Division 2,2B, Cardiac Surgery
27353,Division 2,2B, Cardiac Surgery
15055,Division 2,2B, Cardiac Surgery
54214,Division 2,2B, Cardiac Surgery
5379,Division 2,2B, Cardiac Surgery
61751,Division 2,2B, Cardiac Surgery
5380,Division 2,2B, Cardiac Surgery
54216,Division 2,2B, Cardiac Surgery
69065,Division 2,2B, Cardiology
70878,Division 2,295 2B, Cardiology
70254,Division 2,2B, Cardiology
54217,Division 2,2B, Cardiology
32116,Division 2,2B, Cardiology
71591,Division 2,2B, Cardiology
91371,Division 2,2B, Cardiology
79125,Division 2,2B, Cardiology
19531,Division 2,2B, Cardiology
91287,Division 2,2B, Cardiology
94459,Division 2,2B, Cardiology
32117,Division 2,2B, Cardiology
5385,Division 2,2B, Cardiology
54219,Division 2,2B, Cardiology
60423,Division 2,2B, Cardiology
67994,Division 2,2B, Cardiology
27491,Division 2,2B, Cardiology
67171,Division 2,2B, Cardiology
5387,Division 2,2B, Cardiology
76831,Division 2,2B, Cardiology
32119,Division 2,2B, Cardiology
82478,Division 2,2B, Cardiology
70004,Division 2,2B, Cardiology
28404,Division 2,2B, Cardiology
5388,Division 2,, Cardiology
23023,Division 2,2B, Cardiology
5389,Division 2,2B, Cardiology
32120,Division 2,2B, Cardiology
84674,Division 2,2B, Cardiology
64272,Division 2,2B, Cardiology
54220,Division 2,2B, Cardiology
27422,Division 2,2B, Cardiology
73352,Division 2,2B, Cardiology
62740,Division 2,2B, Cardiology
79256,Division 2,2B, Cardiology
72516,Division 2,2B, Cardiology
92971,Division 2,2B, Cardiology
96394,Division 2,2B, Cardiology
83366,Division 2,2B, Cardiology
86440,Division 2,2B, Cardiology
87759,Division 2,2B, Cardiology
46775,Division 2,2B, Cardiology
75930,Division 2,2B, Cardiology
59949,Division 2,2B, Cardiology
80251,Division 2,2B, Cardiology
84392,Division 2,2B, Cardiology
46776,Division 2,2B, Cardiology
94211,Division 2,2B, Cardiology
32126,Division 2,2B, Cardiology
66217,Division 2,2B, Cardiology
54223,Division 2,2B, Cardiology
63054,Division 2,2B, Cardiology
54224,Division 2,2B, Cardiology
93437,Division 2,2B, Cardiology
32130,Division 2,2B, Cardiology
54226,Division 2,2B, Cardiology
58119,Division 2,2B, Cardiology
67832,Division 2,2B, Cardiology
5391,Division 2,, Cardiology
90486,Division 2,2B, Cardiology
70366,Division 2,2B, Cardiology
65728,Division 2,2B, Cardiology
77579,Division 2,2B, Cardiology
71043,Division 2,2B, Cardiology
90102,Division 2,2B, Cardiology
83806,Division 2,2B, Cardiology
23718,Division 2,2B, Cardiology
66566,Division 2,2B, Cardiology
29310,Division 2,2B, Cardiology
87044,Division 2,2B, Cardiology
95459,Division 2,2B, Cardiology
20016,Division 2,2B, Cardiology
77329,Division 2,2B, Cardiology
79368,Division 2,2B, Cardiology
80174,Division 2,2B, Cardiology
65757,Division 2,2B, Cardiology
70851,Division 2,2B, Cardiology
73320,Division 2,2B, Cardiology
83988,Division 2,2B, Cardiology
68416,Division 2,2B, Cardiology
24137,Division 2,2B, Cardiology
96815,Division 2,2B, Cardiology
32134,Division 2,2B, Cardiology
70489,Division 2,2B, Cardiology
71186,Division 2,2B, Cardiology
70879,Division 2,2B, Cardiology
82739,Division 2,2B, Cardiology
67556,Division 2,2B, Cardiology
57809,Division 2,2B, Cardiology
66461,Division 2,2B, Cardiology
61566,Division 2,2B, Cardiology
5392,Division 2,2B, Cardiology
79697,Division 2,2B, Cardiology
46778,Division 2,2B, Cardiology
29023,Division 2,2B, Cardiology
31817,Division 2,2B, Cardiology
46779,Division 2,2B, Cardiology
70015,Division 2,2B, Cardiology
21173,Division 2,2B, Cardiology
46780,Division 2,2B, Cardiology
93119,Division 2,2B, Cardiology
94461,Division 2,2B, Cardiology
74856,Division 2,2B, Cardiology
82852,Division 2,2B, Cardiology
94021,Division 2,2B, Cardiology
76945,Division 2,2B, Cardiology
62609,Division 2,2B, Cardiology
89294,Division 2,2B, Cardiology
92160,Division 2,2B, Cardiology
83807,Division 2,2B, Cardiology
32139,Division 2,2B, Cardiology
94462,Division 2,2B, Cardiology
80800,Division 2,2B, Cardiology
81716,Division 2,2B, Cardiology
78271,Division 2,2B, Cardiology
94460,Division 2,2B, Cardiology
96113,Division 2,2B, Cardiology
94231,Division 2,, Cardiology
93345,Division 2,2B, Cardiology
80799,Division 2,2B, Cardiology
90642,Division 2,2B, Cardiology
75931,Division 2,2B, Cardiology
94200,Division 2,2B, Cardiology
95762,Division 2,2B, Cardiology
96649,Division 2,2B, Cardiology
46784,Division 2,2B, Cardiology
46785,Division 2,2B, Cardiology
59868,Division 2,2B, Cardiology
32143,Division 2,2B, Cardiology
78706,Division 2,295 2A, Dermatology
76985,Division 2,295 2A, Dermatology
72695,Division 2,2A, Dermatology
90514,Division 2,2A, Dermatology
83755,Division 2,2A, Dermatology
30331,Division 2,2A, Dermatology
96244,Division 2,2A, Dermatology
90738,Division 2,2A, Dermatology
92427,Division 2,2A, Dermatology
32144,Division 2,2A, Dermatology
28888,Division 2,2A, Dermatology
5394,Division 2,2A, Dermatology
71044,Division 2,2A, Dermatology
90021,Division 2,2A, Dermatology
95314,Division 2,2A, Dermatology
84231,Division 2,2A, Dermatology
93676,Division 2,2A, Dermatology
95791,Division 2,2A, Dermatology
72678,Division 2,2A, Dermatology
74473,Division 2,2A, Dermatology
68417,Division 2,2A, Dermatology
89671,Division 2,2A, Dermatology
85386,Division 2,2A, Dermatology
54229,Division 2,2A, Dermatology
45761,Division 2,2A, Dermatology
92316,Division 2,2A, Dermatology
32149,Division 2,2A, Dermatology
46789,Division 2,2A, Dermatology
73324,Division 2,2A, Dermatology
82948,Division 2,2A, Dermatology
78707,Division 2,2A, Dermatology
94669,Division 2,2A, Dermatology
62343,Division 2,2A, Dermatology
93202,Division 2,2A, Dermatology
19026,Division 2,304 2A, Diabetes And Endocrinology
76555,Division 2,2A, Diabetes And Endocrinology
94208,Division 2,2A, Diabetes And Endocrinology
5395,Division 2,2A, Diabetes And Endocrinology
67158,Division 2,2A, Diabetes And Endocrinology
67937,Division 2,2A, Diabetes And Endocrinology
45376,Division 2,2A, Diabetes And Endocrinology
83228,Division 2,2A, Diabetes And Endocrinology
14510,Division 2,2A, Diabetes And Endocrinology
67172,Division 2,2A, Diabetes And Endocrinology
73752,Division 2,2A, Diabetes And Endocrinology
83990,Division 2,2A, Diabetes And Endocrinology
63055,Division 2,2A, Diabetes And Endocrinology
84232,Division 2,2A, Diabetes And Endocrinology
58481,Division 2,2A, Diabetes And Endocrinology
75925,Division 2,2A, Diabetes And Endocrinology
87935,Division 2,2A, Diabetes And Endocrinology
30965,Division 2,2A, Diabetes And Endocrinology
91128,Division 2,2A, Diabetes And Endocrinology
84233,Division 2,2A, Diabetes And Endocrinology
66024,Division 2,2A, Diabetes And Endocrinology
59243,Division 2,2A, Diabetes And Endocrinology
84554,Division 2,2A, Diabetes And Endocrinology
58604,Division 2,2A, Diabetes And Endocrinology
68574,Division 2,2A, Diabetes And Endocrinology
67995,Division 2,2A, Diabetes And Endocrinology
26258,Division 2,2A, Diabetes And Endocrinology
68318,Division 2,2A, Diabetes And Endocrinology
72532,Division 2,2A, Diabetes And Endocrinology
54233,Division 2,2A, Diabetes And Endocrinology
67746,Division 2,2A, Diabetes And Endocrinology
88471,Division 2,2A, Diabetes And Endocrinology
95777,Division 2,2A, Diabetes And Endocrinology
87919,Division 2,2A, Diabetes And Endocrinology
71700,Division 2,2A, Diabetes And Endocrinology
79473,Division 2,2A, Diabetes And Endocrinology
67559,Division 2,2A, Diabetes And Endocrinology
62861,Division 2,2A, Diabetes And Endocrinology
61440,Division 2,2A, Diabetes And Endocrinology
88082,Division 2,2A, Diabetes And Endocrinology
59938,Division 2,2A, Diabetes And Endocrinology
94145,Division 2,2A, Diabetes And Endocrinology
28200,Division 2,2A, Diabetes And Endocrinology
84675,Division 2,2A, Diabetes And Endocrinology
92161,Division 2,2A, Diabetes And Endocrinology
90854,Division 2,2A, Diabetes And Endocrinology
81262,Division 2,2A, Diabetes And Endocrinology
65953,Division 2,2A, Diabetes And Endocrinology
29952,Division 2,2A, Diabetes And Endocrinology
91335,Division 2,2A, Diabetes And Endocrinology
82802,Division 2,2A, Diabetes And Endocrinology
68599,Division 2,2A, Diabetes And Endocrinology
88759,Division 2,2A, Diabetes And Endocrinology
74204,Division 2,2A, Diabetes And Endocrinology
90213,Division 2,2A, Diabetes And Endocrinology
5401,Division 2,2A, Diabetes And Endocrinology
58326,Division 2,2A, Diabetes And Endocrinology
63375,Division 2,2A, Diabetes And Endocrinology
79257,Division 2,2A, Diabetes And Endocrinology
96882,Division 2,2A, Diabetes And Endocrinology
96311,Division 2,2A, Diabetes And Endocrinology
54235,Division 2,2A, Diabetes And Endocrinology
64392,Division 2,2A, Diabetes And Endocrinology
67938,Division 2,2A, Diabetes And Endocrinology
75758,Division 2,2A, Diabetes And Endocrinology
65250,Division 2,2A, Diabetes And Endocrinology
81717,Division 2,2A, Diabetes And Endocrinology
62876,Division 2,2A, Diabetes And Endocrinology
96129,Division 2,2A, Diabetes And Endocrinology
91155,Division 2,2A, Diabetes And Endocrinology
60773,Division 2,2A, Diabetes And Endocrinology
86181,Division 2,2A, Diabetes And Endocrinology
32154,Division 2,2A, Diabetes And Endocrinology
70149,Division 2,2A, Diabetes And Endocrinology
63017,Division 2,2A, Diabetes And Endocrinology
5396,Division 2,2A, Diabetes And Endocrinology
90181,Division 2,2A, Diabetes And Endocrinology
66902,Division 2,2A, Diabetes And Endocrinology
93797,Division 2,2A, Diabetes And Endocrinology
61193,Division 2,2A, Diabetes And Endocrinology
66462,Division 2,2A, Diabetes And Endocrinology
32157,Division 2,2A, Diabetes And Endocrinology
32158,Division 2,2A, Diabetes And Endocrinology
75624,Division 2,2A, Diabetes And Endocrinology
72301,Division 2,2A, Diabetes And Endocrinology
81091,Division 2,2A, Diabetes And Endocrinology
60669,Division 2,2A, Diabetes And Endocrinology
54241,Division 2,2A, Diabetes And Endocrinology
32176,Division 2,2M, Div 2 Management
54242,Division 2,2M, Div 2 Management
92230,Division 2,2M, Div 2 Management
84537,Division 2,2M, Div 2 Management
75070,Division 2,2M, Div 2 Management
54243,Division 2,2M, Div 2 Management
74121,Division 2,, Div 2 Management
93359,Division 2,2M, Div 2 Management
23488,Division 2,2M, Div 2 Management
5402,Division 2,2M, Div 2 Management
88635,Division 2,2B, Liver Medicine
54244,Division 2,2B, Liver Medicine
61877,Division 2,2B, Liver Medicine
68780,Division 2,2B, Liver Medicine
61652,Division 2,2B, Liver Medicine
94003,Division 2,2B, Liver Medicine
79858,Division 2,2B, Liver Medicine
64855,Division 2,2B, Liver Medicine
86572,Division 2,2B, Liver Medicine
81718,Division 2,2B, Liver Medicine
63376,Division 2,2B, Liver Medicine
85225,Division 2,2B, Liver Medicine
93916,Division 2,2B, Liver Medicine
91825,Division 2,2B, Liver Medicine
93496,Division 2,2B, Liver Medicine
81719,Division 2,2B, Liver Medicine
58289,Division 2,2B, Liver Medicine
90214,Division 2,2B, Liver Medicine
70880,Division 2,2B, Liver Medicine
80382,Division 2,2B, Liver Medicine
54248,Division 2,2B, Liver Medicine
59963,Division 2,2B, Liver Medicine
32185,Division 2,2B, Liver Medicine
92829,Division 2,2B, Liver Medicine
78863,Division 2,2B, Liver Medicine
67996,Division 2,2B, Liver Medicine
67038,Division 2,2B, Liver Medicine
69243,Division 2,2B, Liver Medicine
32187,Division 2,2B, Liver Medicine
80048,Division 2,2B, Liver Medicine
63778,Division 2,2B, Liver Medicine
90871,Division 2,2B, Liver Medicine
60932,Division 2,2B, Liver Medicine
58102,Division 2,2B, Liver Medicine
57355,Division 2,2B, Liver Medicine
61550,Division 2,2B, Liver Medicine
58744,Division 2,2B, Liver Medicine
5405,Division 2,2B, Liver Medicine
62571,Division 2,2B, Liver Surgery
46796,Division 2,2B, Liver Surgery
46797,Division 2,2B, Liver Surgery
96569,Division 2,2B, Liver Surgery
96575,Division 2,2B, Liver Surgery
64135,Division 2,2B, Liver Surgery
59777,Division 2,2B, Liver Surgery
66464,Division 2,2B, Liver Surgery
63687,Division 2,2B, Liver Surgery
46799,Division 2,2B, Liver Surgery
67126,Division 2,2B, Liver Surgery
46801,Division 2,2B, Liver Surgery
68615,Division 2,2B, Liver Surgery
25294,Division 2,2B, Liver Surgery
68496,Division 2,2B, Liver Surgery
96131,Division 2,2B, Liver Surgery
31567,Division 2,2B, Liver Surgery
61381,Division 2,2B, Liver Surgery
73010,Division 2,2B, Liver Surgery
94463,Division 2,2B, Liver Surgery
66932,Division 2,295 2B, Renal Medicine
66386,Division 2,2B, Renal Medicine
61878,Division 2,2B, Renal Medicine
71306,Division 2,2B, Renal Medicine
29198,Division 2,2B, Renal Medicine
46803,Division 2,2B, Renal Medicine
71045,Division 2,2B, Renal Medicine
26274,Division 2,2B, Renal Medicine
46805,Division 2,2B, Renal Medicine
32195,Division 2,2B, Renal Medicine
68661,Division 2,2B, Renal Medicine
19401,Division 2,2B, Renal Medicine
89455,Division 2,2B, Renal Medicine
87091,Division 2,2B, Renal Medicine
72079,Division 2,2B, Renal Medicine
63574,Division 2,2B, Renal Medicine
96130,Division 2,2B, Renal Medicine
73353,Division 2,2B, Renal Medicine
46808,Division 2,2B, Renal Medicine
93497,Division 2,2B, Renal Medicine
21527,Division 2,2B, Renal Medicine
69385,Division 2,2B, Renal Medicine
71195,Division 2,2B, Renal Medicine
148,Division 2,2B, Renal Medicine
93185,Division 2,2B, Renal Medicine
79012,Division 2,2B, Renal Medicine
31437,Division 2,2B, Renal Medicine
46809,Division 2,2B, Renal Medicine
74924,Division 2,2B, Renal Medicine
85931,Division 2,2B, Renal Medicine
91341,Division 2,2B, Renal Medicine
75542,Division 2,2B, Renal Medicine
95273,Division 2,2B, Renal Medicine
96238,Division 2,2B, Renal Medicine
32198,Division 2,2B, Renal Medicine
81255,Division 2,2B, Renal Medicine
91660,Division 2,2B, Renal Medicine
149,Division 2,2B, Renal Medicine
77456,Division 2,2B, Renal Medicine
32166,Division 2,2B, Renal Medicine
32199,Division 2,2B, Renal Medicine
83491,Division 2,2B, Renal Medicine
32168,Division 2,2B, Renal Medicine
68781,Division 2,2B, Renal Medicine
27881,Division 2,2B, Renal Medicine
84393,Division 2,2B, Renal Medicine
61640,Division 2,2B, Renal Medicine
76832,Division 2,2B, Renal Medicine
94795,Division 2,2B, Renal Medicine
60772,Division 2,2B, Renal Medicine
66174,Division 2,2B, Renal Medicine
84545,Division 2,2B, Renal Medicine
60862,Division 2,2B, Renal Medicine
67229,Division 2,2B, Renal Medicine
61712,Division 2,2B, Renal Medicine
70145,Division 2,2B, Renal Medicine
15035,Division 2,2B, Renal Medicine
46811,Division 2,2B, Renal Medicine
62186,Division 2,2B, Renal Medicine
5408,Division 2,2B, Renal Medicine
20506,Division 2,2B, Renal Medicine
83808,Division 2,2B, Renal Medicine
86441,Division 2,2B, Renal Medicine
87325,Division 2,2B, Renal Medicine
87645,Division 2,2B, Renal Medicine
70750,Division 2,2B, Renal Medicine
83140,Division 2,2B, Renal Medicine
31229,Division 2,2B, Renal Medicine
90049,Division 2,2B, Renal Medicine
89328,Division 2,2B, Renal Medicine
54252,Division 2,2B, Renal Medicine
64538,Division 2,2B, Renal Medicine
54253,Division 2,2B, Renal Medicine
85279,Division 2,2B, Renal Medicine
81081,Division 2,2B, Renal Medicine
93343,Division 2,2B, Renal Medicine
32204,Division 2,2B, Renal Medicine
79003,Division 2,2B, Renal Medicine
81891,Division 2,2B, Renal Surgery
29311,Division 2,2B, Renal Surgery
62561,Division 2,2B, Renal Surgery
73354,Division 2,2B, Renal Surgery
60799,Division 2,2B, Renal Surgery
70255,Division 2,2B, Renal Surgery
73610,Division 2,2B, Renal Surgery
74330,Division 2,2B, Renal Surgery
70470,Division 2,, Renal Surgery
89900,Division 2,2B, Renal Surgery
77918,Division 2,2B, Renal Surgery
86182,Division 2,2B, Renal Surgery
92369,Division 2,2B, Renal Surgery
83492,Division 2,304 2A, Respiratory Medicine
91993,Division 2,2A, Respiratory Medicine
5409,Division 2,2A, Respiratory Medicine
5410,Division 2,2A, Respiratory Medicine
66535,Division 2,2A, Respiratory Medicine
88170,Division 2,2A, Respiratory Medicine
78883,Division 2,2A, Respiratory Medicine
91994,Division 2,2A, Respiratory Medicine
85622,Division 2,2A, Respiratory Medicine
65604,Division 2,2A, Respiratory Medicine
82851,Division 2,2A, Respiratory Medicine
72840,Division 2,2A, Respiratory Medicine
54258,Division 2,2A, Respiratory Medicine
85922,Division 2,2A, Respiratory Medicine
5411,Division 2,2A, Respiratory Medicine
87011,Division 2,2A, Respiratory Medicine
86442,Division 2,2A, Respiratory Medicine
63184,Division 2,2A, Respiratory Medicine
90088,Division 2,2A, Respiratory Medicine
5412,Division 2,2A, Respiratory Medicine
75578,Division 2,2A, Respiratory Medicine
61275,Division 2,2A, Respiratory Medicine
83991,Division 2,2A, Respiratory Medicine
89419,Division 2,2A, Respiratory Medicine
89228,Division 2,2A, Respiratory Medicine
31472,Division 2,2A, Respiratory Medicine
54260,Division 2,2A, Respiratory Medicine
95547,Division 2,2A, Respiratory Medicine
74217,Division 2,2A, Respiratory Medicine
85623,Division 2,2A, Respiratory Medicine
54261,Division 2,2A, Respiratory Medicine
88339,Division 2,2A, Respiratory Medicine
60469,Division 2,2A, Respiratory Medicine
81385,Division 2,2A, Respiratory Medicine
68656,Division 2,2A, Respiratory Medicine
82214,Division 2,2A, Respiratory Medicine
96873,Division 2,2A, Respiratory Medicine
73241,Division 2,2A, Respiratory Medicine
65986,Division 2,2A, Respiratory Medicine
29743,Division 2,2A, Respiratory Medicine
46813,Division 2,2A, Respiratory Medicine
29044,Division 2,2A, Respiratory Medicine
46814,Division 2,2A, Respiratory Medicine
68948,Division 2,2A, Respiratory Medicine
91754,Division 2,2A, Respiratory Medicine
32214,Division 2,2A, Respiratory Medicine
92685,Division 2,2A, Respiratory Medicine
60578,Division 2,2A, Respiratory Medicine
79867,Division 2,2A, Respiratory Medicine
58269,Division 2,2A, Respiratory Medicine
75798,Division 2,2A, Respiratory Medicine
75550,Division 2,2A, Respiratory Medicine
46815,Division 2,2A, Respiratory Medicine
64530,Division 2,2A, Respiratory Medicine
62569,Division 2,2A, Respiratory Medicine
96650,Division 2,2A, Respiratory Medicine
20632,Division 2,2A, Respiratory Medicine
28303,Division 2,2A, Respiratory Medicine
21174,Division 2,2A, Respiratory Medicine
29313,Division 2,2A, Respiratory Medicine
28219,Division 2,2A, Respiratory Medicine
64535,Division 2,2A, Respiratory Medicine
46816,Division 2,2A, Respiratory Medicine
68609,Division 2,2A, Respiratory Medicine
80286,Division 2,2A, Respiratory Medicine
5416,Division 2,2A, Respiratory Medicine
88805,Division 2,2A, Respiratory Medicine
59473,Division 2,2A, Respiratory Medicine
89147,Division 2,2A, Respiratory Medicine
67066,Division 2,2A, Respiratory Medicine
46819,Division 2,2A, Respiratory Medicine
31433,Division 2,2A, Respiratory Medicine
91262,Division 2,2A, Respiratory Medicine
95142,Division 2,2A, Respiratory Medicine
66596,Division 2,2A, Respiratory Medicine
78566,Division 2,2A, Respiratory Medicine
28348,Division 2,2A, Respiratory Medicine
45068,Division 2,2A, Respiratory Medicine
81056,Division 2,2A, Respiratory Medicine
60933,Division 2,2A, Respiratory Medicine
65912,Division 2,2A, Respiratory Medicine
70840,Division 2,2A, Respiratory Medicine
18873,Division 2,2A, Rheumatology
46820,Division 2,2A, Rheumatology
46821,Division 2,2A, Rheumatology
46822,Division 2,2A, Rheumatology
31510,Division 2,2A, Rheumatology
28951,Division 2,2A, Rheumatology
89509,Division 2,2A, Rheumatology
91372,Division 2,2A, Rheumatology
70140,Division 2,2A, Rheumatology
59869,Division 2,2A, Rheumatology
32224,Division 2,2A, Rheumatology
32225,Division 2,2A, Rheumatology
29187,Division 2,2A, Rheumatology
89436,Division 2,2A, Rheumatology
61370,Division 2,2A, Rheumatology
67052,Division 2,2A, Rheumatology
61197,Division 2,2A, Rheumatology
90942,Division 2,2A, Rheumatology
92610,Division 2,, Thoracic Surgery
32227,Division 2,2A, Thoracic Surgery
94911,Division 2,2A, Thoracic Surgery
66149,Division 2,2A, Thoracic Surgery
74719,Division 2,2A, Thoracic Surgery
32228,Division 2,2A, Thoracic Surgery
61029,Division 2,304 2B,
32229,Division 3,3A, 3A Wards
46824,Division 3,3A, 3A Wards
85122,Division 3,3A, 3A Wards
90380,Division 3,3A, 3A Wards
27711,Division 3,3B, 3A Wards
29143,Division 3,3A, 3A Wards
46826,Division 3,3A, 3A Wards
91967,Division 3,3A, 3A Wards
82778,Division 3,3A, 3A Wards
75797,Division 3,3A, 3A Wards
64046,Division 3,3A, 3A Wards
57637,Division 3,3A, 3A Wards
94599,Division 3,3A, 3A Wards
46829,Division 3,3A, 3A Wards
57549,Division 3,3A, 3A Wards
71363,Division 3,3A, 3A Wards
46831,Division 3,3A, 3A Wards
77220,Division 3,3A, 3A Wards
26012,Division 3,3A, 3A Wards
82487,Division 3,3A, 3A Wards
79013,Division 3,3A, 3A Wards
46833,Division 3,3A, 3A Wards
5417,Division 3,3A, 3A Wards
82629,Division 3,3A, 3A Wards
95149,Division 3,3A, 3A Wards
26991,Division 3,3A, 3A Wards
58431,Division 3,3A, 3A Wards
