id_number,Division,Group,Department
78858,Division 1,295 1A, Anaesthetics
28307,Division 1,295 1A, Anaesthetics & Pre - Op
71836,Division 1,304 1A, Anaesthetics & Pre - Op
76698,Division 1,304 1A, Anaesthetics & Pre - Op
82035,Division 1,304 1A, Anaesthetics & Pre - Op
79344,Division 1,304 1A, Anaesthetics & Pre - Op
78700,Division 1,1A, Anaesthetics & Pre - Op
28776,Division 1,1A, Anaesthetics & Pre - Op
46718,Division 1,1A, Anaesthetics & Pre - Op
32043,Division 1,1A, Anaesthetics & Pre - Op
30566,Division 1,1A, Anaesthetics & Pre - Op
60221,Division 1,1A, Anaesthetics & Pre - Op
46859,Division 1,1A, Anaesthetics & Pre - Op
60159,Division 1,1A, Anaesthetics & Pre - Op
67443,Division 1,1A, Anaesthetics & Pre - Op
60741,Division 1,1A, Anaesthetics & Pre - Op
68088,Division 1,1A, Anaesthetics & Pre - Op
71376,Division 1,1A, Anaesthetics & Pre - Op
74680,Division 1,1A, Anaesthetics & Pre - Op
60747,Division 1,1A, Anaesthetics & Pre - Op
59957,Division 1,1A, Anaesthetics & Pre - Op
80053,Division 1,1A, Anaesthetics & Pre - Op
20446,Division 1,1A, Anaesthetics & Pre - Op
30639,Division 1,1A, Anaesthetics & Pre - Op
47199,Division 1,1A, Anaesthetics & Pre - Op
67426,Division 1,1A, Anaesthetics & Pre - Op
54452,Division 1,1A, Anaesthetics & Pre - Op
33076,Division 1,1A, Anaesthetics & Pre - Op
5691,Division 1,1A, Anaesthetics & Pre - Op
60893,Division 1,, Anaesthetics & Pre - Op
5793,Division 1,1A, Anaesthetics & Pre - Op
74684,Division 1,1A, Anaesthetics & Pre - Op
5872,Division 1,1A, Anaesthetics & Pre - Op
71371,Division 1,1A, Anaesthetics & Pre - Op
33684,Division 1,1A, Anaesthetics & Pre - Op
20134,Division 1,1A, Anaesthetics & Pre - Op
81273,Division 1,1A, Anaesthetics & Pre - Op
71339,Division 1,1A, Anaesthetics & Pre - Op
70387,Division 1,1A, Anaesthetics & Pre - Op
15306,Division 1,1A, Anaesthetics & Pre - Op
6149,Division 1,1A, Anaesthetics & Pre - Op
31023,Division 1,1A, Anaesthetics & Pre - Op
67725,Division 1,1A, Anaesthetics & Pre - Op
68087,Division 1,1A, Anaesthetics & Pre - Op
61737,Division 1,1A, Anaesthetics & Pre - Op
6339,Division 1,1A, Anaesthetics & Pre - Op
68089,Division 1,1A, Anaesthetics & Pre - Op
35074,Division 1,1A, Anaesthetics & Pre - Op
62234,Division 1,1A, Anaesthetics & Pre - Op
66426,Division 1,1A, Anaesthetics & Pre - Op
60742,Division 1,1A, Anaesthetics & Pre - Op
60875,Division 1,1A, Anaesthetics & Pre - Op
1007,Division 1,1A, Anaesthetics & Pre - Op
64924,Division 1,1A, Anaesthetics & Pre - Op
55102,Division 1,1A, Anaesthetics & Pre - Op
55106,Division 1,1A, Anaesthetics & Pre - Op
46568,Division 1,1A, Anaesthetics & Pre - Op
75740,Division 1,1A, Anaesthetics & Pre - Op
55150,Division 1,1A, Anaesthetics & Pre - Op
49198,Division 1,1A, Anaesthetics & Pre - Op
49206,Division 1,1A, Anaesthetics & Pre - Op
46008,Division 1,1A, Anaesthetics & Pre - Op
6794,Division 1,1A, Anaesthetics & Pre - Op
60770,Division 1,, Anaesthetics & Pre - Op
15976,Division 1,1A, Anaesthetics & Pre - Op
36573,Division 1,1A, Anaesthetics & Pre - Op
64382,Division 1,1A, Anaesthetics & Pre - Op
57971,Division 1,1A, Anaesthetics & Pre - Op
60999,Division 1,1A, Anaesthetics & Pre - Op
37076,Division 1,1A, Anaesthetics & Pre - Op
71883,Division 1,1A, Anaesthetics & Pre - Op
66466,Division 1,1A, Anaesthetics & Pre - Op
67720,Division 1,1A, Anaesthetics & Pre - Op
61021,Division 1,, Anaesthetics & Pre - Op
37563,Division 1,1A, Anaesthetics & Pre - Op
61962,Division 1,1A, Anaesthetics & Pre - Op
60707,Division 1,1A, Anaesthetics & Pre - Op
68926,Division 1,1A, Anaesthetics & Pre - Op
68056,Division 1,1A, Anaesthetics & Pre - Op
62384,Division 1,1A, Anaesthetics & Pre - Op
64998,Division 1,1A, Anaesthetics & Pre - Op
50493,Division 1,1A, Anaesthetics & Pre - Op
67911,Division 1,1A, Anaesthetics & Pre - Op
71342,Division 1,1A, Anaesthetics & Pre - Op
60894,Division 1,1A, Anaesthetics & Pre - Op
1790,Division 1,1A, Anaesthetics & Pre - Op
19166,Division 1,1A, Anaesthetics & Pre - Op
50877,Division 1,1A, Anaesthetics & Pre - Op
66385,Division 1,1A, Anaesthetics & Pre - Op
68051,Division 1,1A, Anaesthetics & Pre - Op
66427,Division 1,1A, Anaesthetics & Pre - Op
31024,Division 1,1A, Anaesthetics & Pre - Op
46201,Division 1,1A, Anaesthetics & Pre - Op
12341,Division 1,1A, Anaesthetics & Pre - Op
60566,Division 1,1A, Anaesthetics & Pre - Op
68085,Division 1,1A, Anaesthetics & Pre - Op
65968,Division 1,1A, Anaesthetics & Pre - Op
60740,Division 1,1A, Anaesthetics & Pre - Op
2101,Division 1,1A, Anaesthetics & Pre - Op
66455,Division 1,1A, Anaesthetics & Pre - Op
55970,Division 1,1A, Anaesthetics & Pre - Op
74777,Division 1,1A, Anaesthetics & Pre - Op
64930,Division 1,1A, Anaesthetics & Pre - Op
40228,Division 1,1A, Anaesthetics & Pre - Op
56028,Division 1,1A, Anaesthetics & Pre - Op
67727,Division 1,1A, Anaesthetics & Pre - Op
71378,Division 1,1A, Anaesthetics & Pre - Op
29491,Division 1,1A, Anaesthetics & Pre - Op
30546,Division 1,1A, Anaesthetics & Pre - Op
65922,Division 1,1A, Anaesthetics & Pre - Op
56168,Division 1,1A, Anaesthetics & Pre - Op
30789,Division 1,1A, Anaesthetics & Pre - Op
31022,Division 1,1A, Anaesthetics & Pre - Op
66465,Division 1,1A, Anaesthetics & Pre - Op
56298,Division 1,1A, Anaesthetics & Pre - Op
76241,Division 1,1A, Anaesthetics & Pre - Op
51927,Division 1,1A, Anaesthetics & Pre - Op
62408,Division 1,1A, Anaesthetics & Pre - Op
71368,Division 1,1A, Anaesthetics & Pre - Op
52048,Division 1,1A, Anaesthetics & Pre - Op
71336,Division 1,1A, Anaesthetics & Pre - Op
52146,Division 1,1A, Anaesthetics & Pre - Op
65596,Division 1,1A, Anaesthetics & Pre - Op
16532,Division 1,1A, Anaesthetics & Pre - Op
60458,Division 1,1A, Anaesthetics & Pre - Op
41592,Division 1,1A, Anaesthetics & Pre - Op
46322,Division 1,1A, Anaesthetics & Pre - Op
60757,Division 1,1A, Anaesthetics & Pre - Op
8836,Division 1,1A, Anaesthetics & Pre - Op
60580,Division 1,1A, Anaesthetics & Pre - Op
69821,Division 1,1A, Anaesthetics & Pre - Op
64932,Division 1,1A, Anaesthetics & Pre - Op
68162,Division 1,1A, Anaesthetics & Pre - Op
67148,Division 1,1A, Anaesthetics & Pre - Op
60176,Division 1,1A, Anaesthetics & Pre - Op
66537,Division 1,1A, Anaesthetics & Pre - Op
2566,Division 1,1A, Anaesthetics & Pre - Op
60744,Division 1,1A, Anaesthetics & Pre - Op
60762,Division 1,1A, Anaesthetics & Pre - Op
63024,Division 1,1A, Anaesthetics & Pre - Op
45105,Division 1,1A, Anaesthetics & Pre - Op
71340,Division 1,1A, Anaesthetics & Pre - Op
64892,Division 1,1A, Anaesthetics & Pre - Op
60759,Division 1,1A, Anaesthetics & Pre - Op
68086,Division 1,1A, Anaesthetics & Pre - Op
28841,Division 1,1A, Anaesthetics & Pre - Op
57002,Division 1,1A, Anaesthetics & Pre - Op
43576,Division 1,1A, Anaesthetics & Pre - Op
29563,Division 1,1A, Anaesthetics & Pre - Op
43668,Division 1,1A, Anaesthetics & Pre - Op
53488,Division 1,1A, Anaesthetics & Pre - Op
60117,Division 1,1A, Anaesthetics & Pre - Op
60557,Division 1,1A, Anaesthetics & Pre - Op
29568,Division 1,1A, Anaesthetics & Pre - Op
15538,Division 1,1A, Anaesthetics & Pre - Op
30752,Division 1,1A, Anaesthetics & Pre - Op
9628,Division 1,1A, Anaesthetics & Pre - Op
57179,Division 1,1A, Anaesthetics & Pre - Op
44175,Division 1,1A, Anaesthetics & Pre - Op
9727,Division 1,1A, Anaesthetics & Pre - Op
57204,Division 1,1A, Anaesthetics & Pre - Op
65000,Division 1,1A, Anaesthetics & Pre - Op
61399,Division 1,1A, Anaesthetics & Pre - Op
65598,Division 1,1A, Anaesthetics & Pre - Op
64899,Division 1,1A, Anaesthetics & Pre - Op
57290,Division 1,1A, Anaesthetics & Pre - Op
72990,Division 1,1A, Anaesthetics & Pre - Op
63193,Division 1,1A, Anaesthetics & Pre - Op
28801,Division 1,1A, Anaesthetics & Pre - Op
60201,Division 1,1A, Anaesthetics & Pre - Op
71337,Division 1,1A, Anaesthetics & Pre - Op
75745,Division 1,304 1B, Critical Care And Outreach
60047,Division 1,1B, Critical Care And Outreach
32104,Division 1,1B, Critical Care And Outreach
46791,Division 1,1B, Critical Care And Outreach
46818,Division 1,1B, Critical Care And Outreach
47006,Division 1,1B, Critical Care And Outreach
45423,Division 1,1B, Critical Care And Outreach
64791,Division 1,1B, Critical Care And Outreach
63059,Division 1,1B, Critical Care And Outreach
67328,Division 1,1B, Critical Care And Outreach
65361,Division 1,1B, Critical Care And Outreach
3502,Division 1,1B, Critical Care And Outreach
76709,Division 1,1B, Critical Care And Outreach
61758,Division 1,1B, Critical Care And Outreach
47409,Division 1,1B, Critical Care And Outreach
47410,Division 1,1B, Critical Care And Outreach
69367,Division 1,1B, Critical Care And Outreach
54588,Division 1,1B, Critical Care And Outreach
47675,Division 1,1B, Critical Care And Outreach
47748,Division 1,1B, Critical Care And Outreach
66556,Division 1,1B, Critical Care And Outreach
23662,Division 1,1B, Critical Care And Outreach
42799,Division 1,1B, Critical Care And Outreach
94556,Division 1,1B, Critical Care And Outreach
52926,Division 1,1B, Critical Care And Outreach
2718,Division 1,1B, Critical Care And Outreach
43080,Division 1,1B, Critical Care And Outreach
53112,Division 1,1B, Critical Care And Outreach
75222,Division 1,1B, Critical Care And Outreach
87911,Division 1,1B, Critical Care And Outreach
13653,Division 1,1B, Critical Care And Outreach
80001,Division 1,1B, Critical Care And Outreach
2782,Division 1,1B, Critical Care And Outreach
78835,Division 1,1B, Critical Care And Outreach
24830,Division 1,1B, Critical Care And Outreach
23679,Division 1,1B, Critical Care And Outreach
43572,Division 1,1B, Critical Care And Outreach
92588,Division 1,1B, Critical Care And Outreach
87006,Division 1,1B, Critical Care And Outreach
81838,Division 1,1B, Critical Care And Outreach
53472,Division 1,1B, Critical Care And Outreach
78837,Division 1,1B, Critical Care And Outreach
76034,Division 1,1B, Critical Care And Outreach
88882,Division 1,1B, Critical Care And Outreach
2889,Division 1,1B, Critical Care And Outreach
72024,Division 1,1B, Critical Care And Outreach
2928,Division 1,1B, Critical Care And Outreach
83927,Division 1,1A, Critical Care And Outreach
85908,Division 1,1B, Critical Care And Outreach
9785,Division 1,1B, Critical Care And Outreach
91035,Division 1,1B, Critical Care And Outreach
67380,Division 1,1B, Critical Care And Outreach
53947,Division 1,1B, Critical Care And Outreach
92591,Division 1,1B, Critical Care And Outreach
92593,Division 1,1B, Critical Care And Outreach
93949,Division 1,1A, Critical Care And Outreach
49172,Division 1,1B, Critical Care And Outreach
27036,Division 1,1B, Critical Care And Outreach
55206,Division 1,1B, Critical Care And Outreach
72859,Division 1,1B, Critical Care And Outreach
28112,Division 1,1B, Critical Care And Outreach
67962,Division 1,1B, Critical Care And Outreach
24749,Division 1,1B, Critical Care And Outreach
55419,Division 1,1B, Critical Care And Outreach
58310,Division 1,1B, Critical Care And Outreach
65507,Division 1,1B, Critical Care And Outreach
1371,Division 1,1B, Critical Care And Outreach
37255,Division 1,1B, Critical Care And Outreach
49855,Division 1,1B, Critical Care And Outreach
55522,Division 1,1B, Critical Care And Outreach
49915,Division 1,1B, Critical Care And Outreach
50046,Division 1,1B, Critical Care And Outreach
37883,Division 1,1B, Critical Care And Outreach
37889,Division 1,1B, Critical Care And Outreach
50137,Division 1,1B, Critical Care And Outreach
64360,Division 1,1B, Critical Care And Outreach
50250,Division 1,1B, Critical Care And Outreach
50262,Division 1,1B, Critical Care And Outreach
58508,Division 1,1B, Critical Care And Outreach
38189,Division 1,1B, Critical Care And Outreach
59668,Division 1,1B, Critical Care And Outreach
80549,Division 1,1B, Critical Care And Outreach
67139,Division 1,1B, Critical Care And Outreach
44871,Division 1,1B, Critical Care And Outreach
66687,Division 1,1B, Critical Care And Outreach
38724,Division 1,1B, Critical Care And Outreach
50739,Division 1,1B, Critical Care And Outreach
70052,Division 1,1A, Critical Care And Outreach
39110,Division 1,1B, Critical Care And Outreach
31490,Division 1,1B, Critical Care And Outreach
1907,Division 1,1B, Critical Care And Outreach
50985,Division 1,1B, Critical Care And Outreach
45252,Division 1,1B, Critical Care And Outreach
2011,Division 1,1B, Critical Care And Outreach
51201,Division 1,1B, Critical Care And Outreach
51232,Division 1,1B, Critical Care And Outreach
55991,Division 1,1B, Critical Care And Outreach
76885,Division 1,1B, Critical Care And Outreach
68326,Division 1,1B, Critical Care And Outreach
21626,Division 1,1B, Critical Care And Outreach
28183,Division 1,1B, Critical Care And Outreach
4472,Division 1,1B, Critical Care And Outreach
59305,Division 1,1B, Critical Care And Outreach
23711,Division 1,1B, Critical Care And Outreach
59913,Division 1,1B, Critical Care And Outreach
51847,Division 1,1B, Critical Care And Outreach
63335,Division 1,1B, Critical Care And Outreach
72251,Division 1,1B, Critical Care And Outreach
78212,Division 1,1B, Critical Care And Outreach
79068,Division 1,1A, Critical Care And Outreach
52039,Division 1,1B, Critical Care And Outreach
67147,Division 1,1B, Critical Care And Outreach
13412,Division 1,1B, Critical Care And Outreach
52094,Division 1,1B, Critical Care And Outreach
83724,Division 1,1B, Critical Care And Outreach
57828,Division 1,1B, Critical Care And Outreach
52143,Division 1,1B, Critical Care And Outreach
12171,Division 1,1B, Critical Care And Outreach
52182,Division 1,1B, Critical Care And Outreach
52297,Division 1,1B, Critical Care And Outreach
19257,Division 1,1B, Critical Care And Outreach
73005,Division 1,1B, Critical Care And Outreach
72967,Division 1,1B, Critical Care And Outreach
65890,Division 1,1B, Critical Care And Outreach
77405,Division 1,1B, Critical Care And Outreach
41937,Division 1,1B, Critical Care And Outreach
72880,Division 1,1A, Critical Care And Outreach
23217,Division 1,1B, Critical Care And Outreach
52434,Division 1,1B, Critical Care And Outreach
56731,Division 1,1B, Critical Care And Outreach
73668,Division 1,1B, Critical Care And Outreach
52510,Division 1,1B, Critical Care And Outreach
75361,Division 1,1B, Critical Care And Outreach
72681,Division 1,1B, Critical Care And Outreach
52791,Division 1,1B, Critical Care And Outreach
52800,Division 1,1B, Critical Care And Outreach
29747,Division 1,1B, Critical Care And Outreach
62978,Division 1,1B, Critical Care And Outreach
52850,Division 1,1B, Critical Care And Outreach
20227,Division 1,1B, Critical Care And Outreach
80183,Division 1,1A, Critical Care And Outreach
53187,Division 1,1B, Critical Care And Outreach
65468,Division 1,1B, Critical Care And Outreach
25267,Division 1,1B, Critical Care And Outreach
53279,Division 1,1B, Critical Care And Outreach
28974,Division 1,1B, Critical Care And Outreach
57031,Division 1,1B, Critical Care And Outreach
2847,Division 1,1B, Critical Care And Outreach
66372,Division 1,1B, Critical Care And Outreach
24884,Division 1,1B, Critical Care And Outreach
58799,Division 1,1B, Critical Care And Outreach
53660,Division 1,1B, Critical Care And Outreach
53741,Division 1,1B, Critical Care And Outreach
65981,Division 1,1B, Critical Care And Outreach
69024,Division 1,1A, Critical Care And Outreach
3090,Division 1,1B, Critical Care And Outreach
77115,Division 1,1B, Critical Care And Outreach
54044,Division 1,1B, Critical Care And Outreach
28720,Division 1,1B, Critical Care And Outreach
65868,Division 1,1A, Day Surgery And Admissions Lounge
62006,Division 1,1A, Day Surgery And Admissions Lounge
47059,Division 1,1A, Day Surgery And Admissions Lounge
65286,Division 1,1A, Day Surgery And Admissions Lounge
47327,Division 1,1A, Day Surgery And Admissions Lounge
30305,Division 1,1A, Day Surgery And Admissions Lounge
547,Division 1,1A, Day Surgery And Admissions Lounge
47752,Division 1,1A, Day Surgery And Admissions Lounge
47827,Division 1,1A, Day Surgery And Admissions Lounge
621,Division 1,1A, Day Surgery And Admissions Lounge
6186,Division 1,1A, Day Surgery And Admissions Lounge
54956,Division 1,1A, Day Surgery And Admissions Lounge
29603,Division 1,1A, Day Surgery And Admissions Lounge
35506,Division 1,1A, Day Surgery And Admissions Lounge
3793,Division 1,1A, Day Surgery And Admissions Lounge
1000,Division 1,1A, Day Surgery And Admissions Lounge
78160,Division 1,1A, Day Surgery And Admissions Lounge
49587,Division 1,1A, Day Surgery And Admissions Lounge
49619,Division 1,5A, Day Surgery And Admissions Lounge
1613,Division 1,1A, Day Surgery And Admissions Lounge
7520,Division 1,1A, Day Surgery And Admissions Lounge
50556,Division 1,1A, Day Surgery And Admissions Lounge
38619,Division 1,1A, Day Surgery And Admissions Lounge
75855,Division 1,1A, Day Surgery And Admissions Lounge
72346,Division 1,1A, Day Surgery And Admissions Lounge
70429,Division 1,1A, Day Surgery And Admissions Lounge
78785,Division 1,1A, Day Surgery And Admissions Lounge
3185,Division 1,1A, Day Surgery And Admissions Lounge
67035,Division 1,1A, Day Surgery And Admissions Lounge
77997,Division 1,1A, Day Surgery And Admissions Lounge
72872,Division 1,1A, Day Surgery And Admissions Lounge
40779,Division 1,1A, Day Surgery And Admissions Lounge
51920,Division 1,1A, Day Surgery And Admissions Lounge
62494,Division 1,1A, Day Surgery And Admissions Lounge
56400,Division 1,1A, Day Surgery And Admissions Lounge
30895,Division 1,1A, Day Surgery And Admissions Lounge
69498,Division 1,1A, Day Surgery And Admissions Lounge
52154,Division 1,1A, Day Surgery And Admissions Lounge
41664,Division 1,1A, Day Surgery And Admissions Lounge
42173,Division 1,1A, Day Surgery And Admissions Lounge
20484,Division 1,1A, Day Surgery And Admissions Lounge
52535,Division 1,1A, Day Surgery And Admissions Lounge
52625,Division 1,1A, Day Surgery And Admissions Lounge
42573,Division 1,1A, Day Surgery And Admissions Lounge
52971,Division 1,1A, Day Surgery And Admissions Lounge
52978,Division 1,1A, Day Surgery And Admissions Lounge
53111,Division 1,1A, Day Surgery And Admissions Lounge
53298,Division 1,1A, Day Surgery And Admissions Lounge
72896,Division 1,1A, Day Surgery And Admissions Lounge
72898,Division 1,1A, Day Surgery And Admissions Lounge
53704,Division 1,1A, Day Surgery And Admissions Lounge
3015,Division 1,1A, Day Surgery And Admissions Lounge
61076,Division 1,1A, Day Surgery And Admissions Lounge
33302,Division 1,1M, Div 1 Management
77944,Division 1,1M, Div 1 Management
81687,Division 1,1M, Div 1 Management
54795,Division 1,1M, Div 1 Management
67323,Division 1,1M, Div 1 Management
36360,Division 1,1M, Div 1 Management
63406,Division 1,1M, Div 1 Management
52155,Division 1,1M, Div 1 Management
65535,Division 1,1M, Div 1 Management
64314,Division 1,1M, Div 1 Management
23086,Division 1,1M, Div 1 Management
31049,Division 1,1B, Laboratory Medicine
31913,Division 1,1B, Laboratory Medicine
78703,Division 1,1B, Laboratory Medicine
46729,Division 1,1B, Laboratory Medicine
31219,Division 1,1B, Laboratory Medicine
54213,Division 1,1B, Laboratory Medicine
46782,Division 1,1B, Laboratory Medicine
46823,Division 1,1B, Laboratory Medicine
58775,Division 1,1B, Laboratory Medicine
65635,Division 1,1B, Laboratory Medicine
63377,Division 1,, Laboratory Medicine
58969,Division 1,1B, Laboratory Medicine
72638,Division 1,1B, Laboratory Medicine
28535,Division 1,1B, Laboratory Medicine
12475,Division 1,1B, Laboratory Medicine
47108,Division 1,1B, Laboratory Medicine
32713,Division 1,1B, Laboratory Medicine
62218,Division 1,1B, Laboratory Medicine
32945,Division 1,1B, Laboratory Medicine
29968,Division 1,1B, Laboratory Medicine
65485,Division 1,1B, Laboratory Medicine
83232,Division 1,1B, Laboratory Medicine
47452,Division 1,1B, Laboratory Medicine
76155,Division 1,1B, Laboratory Medicine
23627,Division 1,1B, Laboratory Medicine
67274,Division 1,1B, Laboratory Medicine
82069,Division 1,1B, Laboratory Medicine
30242,Division 1,1B, Laboratory Medicine
47569,Division 1,1B, Laboratory Medicine
58837,Division 1,1B, Laboratory Medicine
57488,Division 1,1B, Laboratory Medicine
5977,Division 1,1B, Laboratory Medicine
71456,Division 1,1B, Laboratory Medicine
33994,Division 1,1B, Laboratory Medicine
18686,Division 1,1B, Laboratory Medicine
78896,Division 1,1B, Laboratory Medicine
59796,Division 1,1B, Laboratory Medicine
30110,Division 1,1B, Laboratory Medicine
30564,Division 1,1B, Laboratory Medicine
34444,Division 1,1B, Laboratory Medicine
34473,Division 1,1B, Laboratory Medicine
34494,Division 1,1B, Laboratory Medicine
48159,Division 1,1B, Laboratory Medicine
66273,Division 1,1B, Laboratory Medicine
48295,Division 1,1B, Laboratory Medicine
66727,Division 1,1B, Laboratory Medicine
77477,Division 1,1B, Laboratory Medicine
64752,Division 1,1B, Laboratory Medicine
19432,Division 1,1B, Laboratory Medicine
48419,Division 1,1B, Laboratory Medicine
64753,Division 1,1B, Laboratory Medicine
45241,Division 1,1B, Laboratory Medicine
44819,Division 1,1B, Laboratory Medicine
66091,Division 1,1B, Laboratory Medicine
35398,Division 1,1B, Laboratory Medicine
35464,Division 1,1B, Laboratory Medicine
29158,Division 1,1B, Laboratory Medicine
74482,Division 1,1B, Laboratory Medicine
55019,Division 1,1B, Laboratory Medicine
6603,Division 1,1B, Laboratory Medicine
60564,Division 1,1B, Laboratory Medicine
49044,Division 1,1B, Laboratory Medicine
82080,Division 1,1B, Laboratory Medicine
76590,Division 1,1B, Laboratory Medicine
29950,Division 1,1B, Laboratory Medicine
74158,Division 1,1B, Laboratory Medicine
74370,Division 1,1B, Laboratory Medicine
58361,Division 1,1B, Laboratory Medicine
72629,Division 1,1B, Laboratory Medicine
49188,Division 1,1B, Laboratory Medicine
49272,Division 1,1B, Laboratory Medicine
30133,Division 1,1B, Laboratory Medicine
20896,Division 1,1B, Laboratory Medicine
58157,Division 1,1B, Laboratory Medicine
55183,Division 1,1B, Laboratory Medicine
62911,Division 1,1B, Laboratory Medicine
29858,Division 1,1B, Laboratory Medicine
36625,Division 1,1B, Laboratory Medicine
36661,Division 1,1B, Laboratory Medicine
71835,Division 1,1B, Laboratory Medicine
66346,Division 1,1B, Laboratory Medicine
79797,Division 1,1B, Laboratory Medicine
68348,Division 1,1B, Laboratory Medicine
49718,Division 1,1B, Laboratory Medicine
19452,Division 1,1B, Laboratory Medicine
7193,Division 1,1B, Laboratory Medicine
66458,Division 1,1B, Laboratory Medicine
68047,Division 1,1B, Laboratory Medicine
55596,Division 1,1B, Laboratory Medicine
37621,Division 1,1B, Laboratory Medicine
50057,Division 1,1B, Laboratory Medicine
18176,Division 1,1B, Laboratory Medicine
50063,Division 1,1B, Laboratory Medicine
24025,Division 1,1B, Laboratory Medicine
37971,Division 1,1B, Laboratory Medicine
29930,Division 1,1B, Laboratory Medicine
37989,Division 1,1B, Laboratory Medicine
50191,Division 1,1B, Laboratory Medicine
72617,Division 1,1B, Laboratory Medicine
31491,Division 1,1B, Laboratory Medicine
55662,Division 1,1B, Laboratory Medicine
57628,Division 1,1B, Laboratory Medicine
30290,Division 1,1B, Laboratory Medicine
45297,Division 1,1B, Laboratory Medicine
68845,Division 1,1B, Laboratory Medicine
50389,Division 1,1B, Laboratory Medicine
67322,Division 1,1B, Laboratory Medicine
21054,Division 1,1B, Laboratory Medicine
50599,Division 1,1B, Laboratory Medicine
26455,Division 1,1B, Laboratory Medicine
38740,Division 1,1B, Laboratory Medicine
55735,Division 1,1B, Laboratory Medicine
72341,Division 1,1B, Laboratory Medicine
7777,Division 1,1B, Laboratory Medicine
38969,Division 1,1B, Laboratory Medicine
7868,Division 1,1B, Laboratory Medicine
39357,Division 1,1B, Laboratory Medicine
55797,Division 1,1B, Laboratory Medicine
55799,Division 1,1B, Laboratory Medicine
27793,Division 1,1B, Laboratory Medicine
71157,Division 1,1B, Laboratory Medicine
51265,Division 1,1B, Laboratory Medicine
8088,Division 1,1B, Laboratory Medicine
39642,Division 1,1B, Laboratory Medicine
8098,Division 1,1B, Laboratory Medicine
71258,Division 1,1B, Laboratory Medicine
39691,Division 1,1B, Laboratory Medicine
39714,Division 1,1B, Laboratory Medicine
58181,Division 1,1B, Laboratory Medicine
55941,Division 1,1B, Laboratory Medicine
55944,Division 1,1B, Laboratory Medicine
75038,Division 1,1B, Laboratory Medicine
71549,Division 1,1B, Laboratory Medicine
67633,Division 1,1B, Laboratory Medicine
51464,Division 1,1B, Laboratory Medicine
56010,Division 1,1B, Laboratory Medicine
67200,Division 1,1B, Laboratory Medicine
56046,Division 1,1B, Laboratory Medicine
74171,Division 1,1B, Laboratory Medicine
62970,Division 1,1B, Laboratory Medicine
18193,Division 1,1B, Laboratory Medicine
29204,Division 1,1B, Laboratory Medicine
56116,Division 1,1B, Laboratory Medicine
56172,Division 1,1B, Laboratory Medicine
69807,Division 1,1B, Laboratory Medicine
24845,Division 1,1B, Laboratory Medicine
29662,Division 1,1B, Laboratory Medicine
66460,Division 1,1B, Laboratory Medicine
30500,Division 1,1B, Laboratory Medicine
70059,Division 1,1B, Laboratory Medicine
40541,Division 1,1B, Laboratory Medicine
8390,Division 1,1B, Laboratory Medicine
69430,Division 1,1B, Laboratory Medicine
40579,Division 1,1B, Laboratory Medicine
51768,Division 1,1B, Laboratory Medicine
40626,Division 1,1B, Laboratory Medicine
24402,Division 1,1B, Laboratory Medicine
8428,Division 1,1B, Laboratory Medicine
40789,Division 1,1B, Laboratory Medicine
18857,Division 1,1B, Laboratory Medicine
62292,Division 1,1B, Laboratory Medicine
70442,Division 1,1B, Laboratory Medicine
51873,Division 1,1B, Laboratory Medicine
8498,Division 1,1B, Laboratory Medicine
8527,Division 1,1B, Laboratory Medicine
41079,Division 1,1B, Laboratory Medicine
62294,Division 1,, Laboratory Medicine
56430,Division 1,1B, Laboratory Medicine
64346,Division 1,1B, Laboratory Medicine
10893,Division 1,1B, Laboratory Medicine
21901,Division 1,1B, Laboratory Medicine
30515,Division 1,1B, Laboratory Medicine
75697,Division 1,1B, Laboratory Medicine
25525,Division 1,1B, Laboratory Medicine
78007,Division 1,1B, Laboratory Medicine
8727,Division 1,1B, Laboratory Medicine
27643,Division 1,1B, Laboratory Medicine
8745,Division 1,1B, Laboratory Medicine
61806,Division 1,1B, Laboratory Medicine
70070,Division 1,1B, Laboratory Medicine
28865,Division 1,1B, Laboratory Medicine
65622,Division 1,1B, Laboratory Medicine
12142,Division 1,1B, Laboratory Medicine
71805,Division 1,1B, Laboratory Medicine
72625,Division 1,1B, Laboratory Medicine
8822,Division 1,1B, Laboratory Medicine
82019,Division 1,1B, Laboratory Medicine
81705,Division 1,1B, Laboratory Medicine
73994,Division 1,1B, Laboratory Medicine
42096,Division 1,1B, Laboratory Medicine
61487,Division 1,1B, Laboratory Medicine
8941,Division 1,1B, Laboratory Medicine
23161,Division 1,1B, Laboratory Medicine
60733,Division 1,1B, Laboratory Medicine
23533,Division 1,1B, Laboratory Medicine
9094,Division 1,1B, Laboratory Medicine
25088,Division 1,1B, Laboratory Medicine
52914,Division 1,1B, Laboratory Medicine
56869,Division 1,1B, Laboratory Medicine
52949,Division 1,1B, Laboratory Medicine
26927,Division 1,1B, Laboratory Medicine
42886,Division 1,1B, Laboratory Medicine
71128,Division 1,1B, Laboratory Medicine
65844,Division 1,1B, Laboratory Medicine
52974,Division 1,1B, Laboratory Medicine
52984,Division 1,1B, Laboratory Medicine
53172,Division 1,1B, Laboratory Medicine
25969,Division 1,1B, Laboratory Medicine
56964,Division 1,1B, Laboratory Medicine
